customer_key,customer_id,first_name,last_name,email,loyalty_status,segment,region
1143,CUST01143,Sharon,Garcia,rmata@example.net,Gold,Wholesale,West
1144,CUST01144,James,Perez,smaxwell@example.org,Silver,Standard,West
1145,CUST01145,Abigail,Howard,nwright@example.com,Silver,Standard,East
1146,CUST01146,Christina,Bean,vking@example.com,Silver,Standard,East
1147,CUST01147,Roger,Ramirez,owensdeanna@example.com,Platinum,Standard,East
1148,CUST01148,Brenda,Moran,johngalvan@example.net,Silver,Wholesale,East
1149,CUST01149,Scott,Harding,jessica18@example.net,Gold,Wholesale,North
1150,CUST01150,John,Gregory,wendymiller@example.com,Bronze,Standard,South
1151,CUST01151,Amber,Hurst,ochavez@example.org,Bronze,Standard,East
1152,CUST01152,Mark,Le,kelleyjohn@example.com,Silver,Standard,East
1153,CUST01153,Nicole,Figueroa,karensmith@example.com,Bronze,Premium,North
1154,CUST01154,Sophia,Pierce,johnsonjohn@example.com,Bronze,Wholesale,East
1155,CUST01155,Jamie,Martinez,ehuang@example.com,Silver,Premium,East
1156,CUST01156,Peter,Romero,james19@example.org,Gold,Premium,North
1157,CUST01157,Aaron,Harris,andrewbright@example.com,Bronze,Wholesale,West
1158,CUST01158,Emma,Roberts,nmarshall@example.org,Silver,Premium,East
1159,CUST01159,Karen,Smith,martinbradley@example.org,Silver,Premium,East
1160,CUST01160,Daniel,Luna,coxrichard@example.org,Silver,Premium,North
1161,CUST01161,Tracy,Scott,davistonya@example.com,Bronze,Standard,South
1162,CUST01162,Tina,Mccall,robinsonaimee@example.com,Platinum,Wholesale,North
1163,CUST01163,Christopher,Adams,desireecoleman@example.org,Bronze,Standard,North
1164,CUST01164,Leah,Campbell,adriandunn@example.com,Platinum,Standard,East
1165,CUST01165,Haley,Cordova,johnsonlaura@example.net,Gold,Premium,West
1166,CUST01166,Kristin,Madden,mcbridesarah@example.org,Gold,Standard,East
1167,CUST01167,Marcus,Weaver,timothy61@example.org,Bronze,Premium,South
1168,CUST01168,Christopher,Hernandez,ashley88@example.com,Bronze,Standard,West
1169,CUST01169,Joshua,Bush,nicoleedwards@example.net,Platinum,Wholesale,North
1170,CUST01170,Steven,Williams,lanebrian@example.com,Bronze,Standard,East
1171,CUST01171,Anna,Johns,maurice70@example.org,Silver,Wholesale,East
1172,CUST01172,Theresa,Matthews,david03@example.com,Platinum,Standard,East
1173,CUST01173,Justin,Jones,scottjarvis@example.com,Platinum,Premium,East
1174,CUST01174,Antonio,Lopez,jamieortiz@example.net,Silver,Wholesale,West
1175,CUST01175,Troy,Melendez,corozco@example.net,Bronze,Wholesale,East
1176,CUST01176,Ryan,Barnes,vwhite@example.org,Silver,Standard,East
1177,CUST01177,Selena,Thompson,vochoa@example.org,Silver,Premium,East
1178,CUST01178,Alyssa,Smith,mullinsbrian@example.org,Silver,Standard,West
1179,CUST01179,Calvin,Aguirre,fordashley@example.com,Gold,Wholesale,West
1180,CUST01180,Susan,Rocha,newtonbonnie@example.org,Bronze,Premium,South
1181,CUST01181,Eric,Bryant,fphillips@example.org,Bronze,Premium,North
1182,CUST01182,Jennifer,Baker,parsonsgeorge@example.org,Platinum,Wholesale,West
1183,CUST01183,Jason,Lindsey,wholt@example.net,Bronze,Premium,North
1184,CUST01184,Kylie,Burns,olsonfrancis@example.com,Silver,Standard,South
1185,CUST01185,Amanda,Davis,johnsoncarrie@example.net,Gold,Wholesale,South
1186,CUST01186,Michelle,Shea,wilsonlisa@example.com,Gold,Premium,North
1187,CUST01187,Jessica,Garcia,smithteresa@example.com,Platinum,Premium,South
1188,CUST01188,Tanya,Johnson,ymiller@example.org,Gold,Wholesale,North
1189,CUST01189,Marc,Abbott,dylan86@example.com,Platinum,Wholesale,East
1190,CUST01190,Michelle,Sanchez,paige19@example.net,Gold,Standard,East
1191,CUST01191,John,Perez,nicholasfox@example.net,Silver,Standard,North
1192,CUST01192,Mary,Mejia,perryjohn@example.com,Gold,Wholesale,North
1193,CUST01193,Jason,Rodriguez,adam09@example.net,Bronze,Wholesale,West
1194,CUST01194,Donna,Cherry,alejandra75@example.net,Platinum,Wholesale,North
1195,CUST01195,Jesse,King,jshepard@example.org,Gold,Wholesale,South
1196,CUST01196,Elizabeth,James,nmorris@example.com,Silver,Standard,North
1197,CUST01197,Marie,Carr,chelsea85@example.org,Gold,Premium,East
1198,CUST01198,Lindsey,Mullins,mcculloughtimothy@example.net,Platinum,Wholesale,North
1199,CUST01199,Donald,Mcbride,michael12@example.net,Bronze,Premium,North
1200,CUST01200,Michael,Hunt,wtravis@example.org,Silver,Wholesale,East
1201,CUST01201,Tiffany,Burke,cortezmichael@example.org,Platinum,Standard,South
1202,CUST01202,Brandon,Smith,kprice@example.net,Platinum,Standard,West
1203,CUST01203,Chloe,Rhodes,masondaniel@example.com,Silver,Premium,East
1204,CUST01204,William,Smith,rsoto@example.com,Silver,Premium,West
1205,CUST01205,Margaret,Hooper,jenniferferguson@example.org,Platinum,Standard,West
1206,CUST01206,Aaron,Houston,nancyramos@example.org,Silver,Wholesale,East
1207,CUST01207,Emily,Wright,unguyen@example.com,Gold,Wholesale,West
1208,CUST01208,Jose,Harrington,joneskenneth@example.com,Silver,Premium,East
1209,CUST01209,Samantha,Pennington,tasha67@example.org,Silver,Premium,East
1210,CUST01210,Chad,Mejia,hallwilliam@example.com,Bronze,Wholesale,West
1211,CUST01211,David,Jones,ugardner@example.org,Gold,Wholesale,West
1212,CUST01212,Sean,Lewis,scottmartin@example.org,Bronze,Standard,North
1213,CUST01213,Lisa,Taylor,amberthompson@example.net,Platinum,Wholesale,North
1214,CUST01214,Adam,Sanders,eperez@example.net,Platinum,Wholesale,East
1215,CUST01215,Lisa,Mccarty,jonesalison@example.org,Gold,Standard,West
1216,CUST01216,Charles,Perry,nathan57@example.com,Gold,Standard,East
1217,CUST01217,Andres,Campbell,otaylor@example.org,Gold,Premium,South
1218,CUST01218,Robert,Jarvis,bishopmichelle@example.com,Bronze,Standard,North
1219,CUST01219,Michelle,Robinson,lfreeman@example.com,Bronze,Wholesale,East
1220,CUST01220,David,Jordan,hernandeznicole@example.com,Bronze,Premium,East
1221,CUST01221,Kevin,Black,blackmark@example.org,Platinum,Wholesale,East
1222,CUST01222,Amy,Robinson,lpotts@example.com,Silver,Premium,East
1223,CUST01223,Tara,Cantu,benjamingonzalez@example.org,Silver,Wholesale,East
1224,CUST01224,Hayley,Waters,edgartaylor@example.com,Bronze,Wholesale,South
1225,CUST01225,Austin,Turner,lisahughes@example.org,Bronze,Premium,North
1226,CUST01226,Jessica,Booker,wrightkristen@example.org,Gold,Standard,North
1227,CUST01227,Donna,Lambert,oflores@example.com,Gold,Premium,North
1228,CUST01228,Danielle,Bradford,byoung@example.net,Platinum,Wholesale,South
1229,CUST01229,Russell,Green,tamara22@example.com,Bronze,Wholesale,South
1230,CUST01230,Matthew,Murray,marcusholloway@example.org,Silver,Standard,West
1231,CUST01231,Lori,Martinez,burnettbrittany@example.org,Gold,Premium,North
1232,CUST01232,Lauren,Haynes,lblack@example.org,Bronze,Premium,West
1233,CUST01233,Amy,Pennington,swilliams@example.com,Platinum,Wholesale,West
1234,CUST01234,Lisa,Bryan,matthew98@example.org,Platinum,Standard,South
1235,CUST01235,Caitlin,Woods,cschroeder@example.com,Platinum,Wholesale,South
1236,CUST01236,Philip,Palmer,jennifer58@example.net,Platinum,Wholesale,West
1237,CUST01237,Benjamin,Davila,alison70@example.com,Bronze,Wholesale,West
1238,CUST01238,Kristi,Brewer,kholt@example.net,Platinum,Standard,East
1239,CUST01239,Monica,White,jacksonchristopher@example.org,Bronze,Standard,East
1240,CUST01240,Tony,Harrell,tmcconnell@example.org,Gold,Premium,North
1241,CUST01241,Justin,Andrews,jody15@example.com,Platinum,Standard,West
1242,CUST01242,Gary,West,kelly54@example.com,Bronze,Standard,South
1243,CUST01243,Michelle,Mcdonald,johnallen@example.com,Silver,Premium,North
1244,CUST01244,Adam,King,ebrooks@example.net,Platinum,Standard,East
1245,CUST01245,Cynthia,Salas,moraleskevin@example.org,Gold,Standard,East
1246,CUST01246,Michelle,Gardner,jesus58@example.org,Gold,Standard,South
1247,CUST01247,David,Williamson,virginia47@example.org,Silver,Standard,North
1248,CUST01248,Chad,King,wschwartz@example.org,Gold,Wholesale,East
1249,CUST01249,Patrick,Preston,nicole69@example.net,Silver,Premium,North
1250,CUST01250,Bradley,Chandler,pollardmichael@example.com,Gold,Standard,South
1251,CUST01251,Carl,Knapp,willistammy@example.net,Bronze,Premium,West
1252,CUST01252,Mark,Allen,colleen22@example.net,Platinum,Premium,East
1253,CUST01253,Heather,Morris,patrick71@example.net,Platinum,Wholesale,North
1254,CUST01254,Emily,Brooks,douglas58@example.org,Silver,Wholesale,West
1255,CUST01255,Russell,Ward,ramirezjoseph@example.com,Gold,Premium,West
1256,CUST01256,Carl,Smith,reyesdeborah@example.net,Silver,Standard,North
1257,CUST01257,David,Rhodes,lloydgrace@example.com,Gold,Wholesale,West
1258,CUST01258,Christy,Peterson,emily18@example.org,Bronze,Standard,North
1259,CUST01259,Glenn,Chaney,wgilbert@example.net,Platinum,Wholesale,South
1260,CUST01260,Tammy,Rodriguez,allennorton@example.org,Platinum,Premium,North
1261,CUST01261,Patrick,Reynolds,aliciacowan@example.net,Platinum,Premium,East
1262,CUST01262,Marilyn,Andrews,eduardobarker@example.com,Platinum,Premium,West
1263,CUST01263,Andrew,Brown,mgardner@example.net,Platinum,Premium,West
1264,CUST01264,Jeffrey,Parker,michael71@example.org,Platinum,Wholesale,North
1265,CUST01265,Thomas,Chapman,morgan84@example.com,Gold,Wholesale,North
1266,CUST01266,Philip,Vasquez,ypowers@example.net,Gold,Standard,North
1267,CUST01267,Mallory,Brennan,thomas51@example.org,Platinum,Premium,South
1268,CUST01268,Trevor,Hart,michaeljensen@example.com,Bronze,Premium,East
1269,CUST01269,Adam,Hicks,james48@example.net,Gold,Premium,West
1270,CUST01270,Amber,Smith,imendez@example.com,Bronze,Premium,South
1271,CUST01271,Nancy,Brady,marie72@example.net,Silver,Wholesale,East
1272,CUST01272,Sydney,Becker,jennifer44@example.org,Bronze,Wholesale,East
1273,CUST01273,Jesse,Frederick,qgarcia@example.org,Silver,Standard,West
1274,CUST01274,Gail,Hall,steve59@example.com,Gold,Standard,North
1275,CUST01275,Dorothy,Moore,tammiehamilton@example.net,Bronze,Premium,North
1276,CUST01276,Brian,Moreno,johnbrown@example.com,Bronze,Wholesale,South
1277,CUST01277,James,Braun,brownsandra@example.net,Gold,Premium,South
1278,CUST01278,William,Miles,mmendoza@example.com,Platinum,Premium,South
1279,CUST01279,Mark,Perez,stevenjones@example.net,Platinum,Standard,West
1280,CUST01280,John,Rhodes,kingrebecca@example.com,Gold,Wholesale,East
1281,CUST01281,Bethany,Leon,lbrewer@example.org,Gold,Premium,West
1282,CUST01282,Jill,Kelly,gnelson@example.net,Silver,Wholesale,North
1283,CUST01283,Katherine,Miller,jessecombs@example.com,Silver,Standard,South
1284,CUST01284,Justin,Sandoval,stuartrobert@example.net,Platinum,Premium,South
1285,CUST01285,Debra,Williams,justinhines@example.com,Silver,Wholesale,West
1286,CUST01286,Kristine,Benson,jacquelinejackson@example.com,Platinum,Premium,North
1287,CUST01287,Jacqueline,Watson,qlawson@example.com,Silver,Premium,West
1288,CUST01288,Cynthia,Middleton,gonzalezcheryl@example.org,Silver,Standard,East
1289,CUST01289,Arthur,Thompson,xsullivan@example.com,Silver,Standard,West
1290,CUST01290,Michele,Mathis,vhayes@example.net,Silver,Standard,East
1291,CUST01291,Anthony,Morris,reedashley@example.com,Bronze,Wholesale,East
1292,CUST01292,Randy,Rice,katherine38@example.com,Bronze,Standard,North
1293,CUST01293,Paul,Sanders,jessicaleonard@example.com,Platinum,Premium,West
1294,CUST01294,Stephanie,Wall,colleenking@example.net,Silver,Wholesale,North
1295,CUST01295,Zachary,Moore,collinsrobert@example.net,Bronze,Wholesale,North
1296,CUST01296,Adam,Baldwin,smorrow@example.com,Platinum,Premium,North
1297,CUST01297,Manuel,Thornton,yjohnson@example.com,Gold,Wholesale,East
1298,CUST01298,David,Bailey,courtneyevans@example.org,Platinum,Premium,South
1299,CUST01299,William,Huang,urivera@example.net,Gold,Wholesale,East
1300,CUST01300,David,Silva,piercedonna@example.com,Platinum,Standard,West
1301,CUST01301,Natasha,Sellers,williamslaura@example.org,Gold,Wholesale,North
1302,CUST01302,David,Huang,brian11@example.net,Silver,Standard,South
1303,CUST01303,Edward,Barry,lozanoedward@example.org,Gold,Standard,East
1304,CUST01304,Melissa,Chapman,knightdonald@example.org,Gold,Premium,South
1305,CUST01305,Darlene,Dean,psherman@example.org,Bronze,Wholesale,West
1306,CUST01306,Ricardo,Huffman,hrocha@example.net,Gold,Standard,North
1307,CUST01307,Keith,Miranda,cgilmore@example.com,Gold,Standard,South
1308,CUST01308,Charles,Hickman,perryrodney@example.org,Gold,Wholesale,East
1309,CUST01309,Rebecca,Garcia,briannahawkins@example.org,Bronze,Standard,North
1310,CUST01310,Theresa,Johnson,joshuatapia@example.com,Silver,Standard,North
1311,CUST01311,Robin,Jones,michael63@example.org,Silver,Wholesale,West
1312,CUST01312,Michael,Waters,cmaldonado@example.com,Silver,Premium,East
1313,CUST01313,Christopher,Cooper,mnash@example.net,Silver,Premium,West
1314,CUST01314,Nichole,Parks,dsmith@example.org,Gold,Wholesale,East
1315,CUST01315,Mason,Trujillo,bbrown@example.org,Gold,Standard,North
1316,CUST01316,Monique,Stone,alexandersmith@example.com,Gold,Wholesale,West
1317,CUST01317,Kimberly,Conley,mwilliams@example.com,Bronze,Wholesale,West
1318,CUST01318,Mallory,Gonzales,hernandezjohn@example.org,Bronze,Wholesale,West
1319,CUST01319,Katherine,Gomez,tara48@example.org,Bronze,Standard,East
1320,CUST01320,Colleen,Strickland,thomastiffany@example.com,Gold,Standard,South
1321,CUST01321,Jonathon,Murphy,franklinmia@example.net,Platinum,Wholesale,South
1322,CUST01322,Robert,Williamson,stephenpope@example.org,Bronze,Standard,East
1323,CUST01323,Eric,Potter,marychang@example.com,Silver,Wholesale,South
1324,CUST01324,George,Perez,robertkelly@example.net,Bronze,Premium,East
1325,CUST01325,Julie,Mann,stephanielyons@example.com,Bronze,Wholesale,South
1326,CUST01326,Ann,Woodward,mcmahonhoward@example.net,Platinum,Standard,East
1327,CUST01327,Elizabeth,Harrington,james30@example.com,Platinum,Standard,South
1328,CUST01328,Kelly,Romero,wardtammy@example.org,Silver,Wholesale,West
1329,CUST01329,Rodney,Sanchez,rosearias@example.com,Silver,Standard,North
1330,CUST01330,Marcus,Le,felicia33@example.net,Bronze,Wholesale,East
1331,CUST01331,Mary,Hall,deborah15@example.org,Bronze,Premium,East
1332,CUST01332,Regina,Abbott,watsonmary@example.com,Platinum,Standard,East
1333,CUST01333,Larry,Smith,deanburton@example.com,Gold,Premium,East
1334,CUST01334,Timothy,Lee,jeffreyross@example.org,Platinum,Wholesale,North
1335,CUST01335,Crystal,Munoz,nreynolds@example.com,Bronze,Standard,West
1336,CUST01336,Sarah,Fisher,charlesmatthew@example.net,Bronze,Wholesale,South
1337,CUST01337,Jessica,Ford,kenneth91@example.org,Gold,Premium,North
1338,CUST01338,Amy,Poole,whiteethan@example.org,Silver,Wholesale,North
1339,CUST01339,Maxwell,Gonzalez,colleen17@example.com,Gold,Premium,North
1340,CUST01340,Judy,Brown,riveratheresa@example.net,Gold,Premium,North
1341,CUST01341,Adam,Briggs,timothymiller@example.net,Platinum,Standard,West
1342,CUST01342,John,Jenkins,jasonsmith@example.org,Platinum,Premium,West
1343,CUST01343,Jamie,Thomas,rogerstheresa@example.org,Bronze,Wholesale,East
1344,CUST01344,Daniel,Ritter,ehaynes@example.net,Platinum,Standard,North
1345,CUST01345,Alexander,Rangel,paul41@example.org,Silver,Wholesale,South
1346,CUST01346,Bethany,Cooper,daniel47@example.com,Silver,Standard,East
1347,CUST01347,Ashley,White,sharon18@example.com,Gold,Premium,East
1348,CUST01348,Chelsea,Anderson,carrillodaniel@example.com,Gold,Standard,North
1349,CUST01349,Victor,Flores,carolyn69@example.com,Bronze,Premium,North
1350,CUST01350,Nicholas,Morgan,linda31@example.com,Platinum,Wholesale,South
1351,CUST01351,Jacob,Bennett,irose@example.net,Bronze,Standard,South
1352,CUST01352,Jesse,Cook,matthewmcmahon@example.net,Gold,Standard,North
1353,CUST01353,Aaron,Gross,pday@example.com,Platinum,Wholesale,South
1354,CUST01354,Daniel,Moore,vallen@example.net,Gold,Premium,East
1355,CUST01355,Michael,Lucero,weberdaniel@example.com,Bronze,Standard,North
1356,CUST01356,Sean,Miller,kroberts@example.com,Bronze,Premium,West
1357,CUST01357,Sharon,Sweeney,churchjoshua@example.org,Bronze,Premium,North
1358,CUST01358,Valerie,Douglas,cory91@example.net,Gold,Standard,North
1359,CUST01359,Stacy,Hale,tnixon@example.org,Bronze,Premium,North
1360,CUST01360,Jeff,Townsend,joshua04@example.net,Platinum,Standard,North
1361,CUST01361,Carl,Gilmore,colleenjohns@example.com,Silver,Wholesale,East
1362,CUST01362,Amanda,Pena,taterobin@example.com,Platinum,Wholesale,East
1363,CUST01363,Jody,Crawford,ihoward@example.org,Silver,Standard,South
1364,CUST01364,Anthony,Alexander,mario71@example.com,Platinum,Wholesale,South
1365,CUST01365,Mary,Olson,hthomas@example.org,Gold,Wholesale,West
1366,CUST01366,Juan,Sullivan,mthompson@example.com,Silver,Standard,South
1367,CUST01367,Linda,Stewart,jeffreyfuller@example.net,Gold,Wholesale,South
1368,CUST01368,Mark,Silva,rickycook@example.org,Gold,Premium,East
1369,CUST01369,Sheila,Mercer,mccoydanielle@example.org,Bronze,Premium,South
1370,CUST01370,Patrick,Pruitt,jmontoya@example.org,Silver,Standard,North
1371,CUST01371,Gina,Rowland,smitherika@example.net,Bronze,Wholesale,West
1372,CUST01372,Michael,Stuart,robertmartinez@example.org,Silver,Standard,East
1373,CUST01373,Timothy,Garcia,mharrell@example.org,Silver,Wholesale,West
1374,CUST01374,Brandon,Stephenson,stephanieedwards@example.net,Gold,Wholesale,North
1375,CUST01375,Kathryn,Snyder,cmathis@example.net,Bronze,Standard,South
1376,CUST01376,William,Valentine,vanessa48@example.org,Platinum,Premium,South
1377,CUST01377,Kevin,Morales,dylanberg@example.com,Gold,Premium,West
1378,CUST01378,Bethany,Johnston,samuelmarsh@example.org,Silver,Premium,East
1379,CUST01379,Andrew,Cabrera,zcardenas@example.com,Platinum,Standard,North
1380,CUST01380,Jessica,Hicks,bbartlett@example.net,Platinum,Premium,West
1381,CUST01381,Patrick,Hernandez,stacey30@example.org,Gold,Premium,South
1382,CUST01382,Scott,Petty,quinnmonique@example.net,Gold,Premium,North
1383,CUST01383,Jill,Andrews,julie32@example.org,Silver,Wholesale,North
1384,CUST01384,Mary,Leon,leblancmichael@example.net,Gold,Wholesale,East
1385,CUST01385,Christopher,Mueller,amandahaas@example.net,Bronze,Wholesale,South
1386,CUST01386,Michael,Henry,bstein@example.net,Platinum,Wholesale,North
1387,CUST01387,Frank,Garcia,rileycarter@example.com,Bronze,Premium,West
1388,CUST01388,Corey,Ward,karlaklein@example.com,Bronze,Standard,East
1389,CUST01389,Charles,Thornton,hshaw@example.net,Platinum,Standard,North
1390,CUST01390,Brian,Robinson,kgarcia@example.com,Bronze,Wholesale,North
1391,CUST01391,Daniel,Macias,sharonharper@example.com,Bronze,Standard,North
1392,CUST01392,Carlos,Brown,mccanngregory@example.org,Platinum,Premium,West
1393,CUST01393,Jenna,Bennett,casepaul@example.net,Silver,Premium,North
1394,CUST01394,Rachel,Reeves,michelletaylor@example.com,Gold,Wholesale,North
1395,CUST01395,Eric,Jenkins,millercraig@example.net,Gold,Premium,South
1396,CUST01396,Jamie,Lindsey,edean@example.com,Gold,Wholesale,South
1397,CUST01397,Karen,Banks,nancyvang@example.org,Silver,Premium,North
1398,CUST01398,Wendy,Johnson,laurenyoder@example.org,Gold,Standard,South
1399,CUST01399,David,Gutierrez,briansmith@example.com,Bronze,Wholesale,South
1400,CUST01400,Paul,Montoya,pattersonrachel@example.com,Platinum,Premium,East
1401,CUST01401,Kelly,Wright,smithdaniel@example.net,Platinum,Standard,South
1402,CUST01402,Sonia,Harrison,daughertyrobert@example.org,Silver,Standard,North
1403,CUST01403,Christina,Wilson,jerry96@example.com,Platinum,Premium,West
1404,CUST01404,Thomas,King,jeffreyrobinson@example.org,Platinum,Standard,South
1405,CUST01405,Diane,Roth,madisonwells@example.org,Gold,Wholesale,East
1406,CUST01406,Melvin,Gregory,millerbenjamin@example.com,Silver,Standard,East
1407,CUST01407,Christopher,Farmer,alexis33@example.org,Gold,Standard,South
1408,CUST01408,Jared,Lee,pennystone@example.com,Bronze,Wholesale,East
1409,CUST01409,William,Woods,brucelara@example.org,Platinum,Wholesale,South
1410,CUST01410,Kenneth,Wright,heidiwelch@example.org,Platinum,Premium,North
1411,CUST01411,Jeffrey,Lynn,shannon33@example.com,Bronze,Premium,North
1412,CUST01412,Joshua,Shaw,kevincasey@example.com,Bronze,Premium,North
1413,CUST01413,Kimberly,Johnson,vazquezmichael@example.org,Gold,Premium,South
1414,CUST01414,Jason,Spencer,veronica02@example.com,Bronze,Wholesale,West
1415,CUST01415,Sheila,Scott,gomezchristopher@example.net,Silver,Wholesale,West
1416,CUST01416,Sheila,Bradshaw,jamesmyers@example.org,Platinum,Standard,East
1417,CUST01417,Lori,Mendez,craig65@example.net,Silver,Premium,North
1418,CUST01418,Christina,Lopez,marksanchez@example.org,Platinum,Standard,West
1419,CUST01419,Elizabeth,Abbott,njohnson@example.org,Platinum,Premium,South
1420,CUST01420,Richard,Fleming,sara06@example.org,Silver,Wholesale,East
1421,CUST01421,Carlos,Weaver,reedkristin@example.org,Platinum,Premium,East
1422,CUST01422,Zachary,Hensley,cellis@example.org,Platinum,Standard,South
1423,CUST01423,Jennifer,Fuller,leslie63@example.com,Gold,Standard,West
1424,CUST01424,Paul,Peters,ryankaren@example.org,Bronze,Standard,West
1425,CUST01425,Judy,Schultz,wellssteven@example.org,Gold,Wholesale,South
1426,CUST01426,Martha,Taylor,dustinholder@example.com,Gold,Standard,North
1427,CUST01427,Pamela,Jones,scurry@example.net,Gold,Premium,North
1428,CUST01428,Kenneth,Obrien,shannonwright@example.org,Silver,Premium,East
1429,CUST01429,Zachary,King,mariahernandez@example.com,Bronze,Standard,North
1430,CUST01430,Alexander,Lara,bradleysnyder@example.org,Bronze,Premium,West
1431,CUST01431,Christopher,Randall,xrodriguez@example.org,Platinum,Standard,East
1432,CUST01432,Megan,Hubbard,blarson@example.org,Gold,Premium,South
1433,CUST01433,Catherine,Garcia,yvonneelliott@example.net,Platinum,Wholesale,South
1434,CUST01434,Robert,Cook,jonathan23@example.net,Platinum,Premium,North
1435,CUST01435,Christopher,Mack,kristen90@example.net,Gold,Standard,East
1436,CUST01436,Stephanie,Ross,jeffery55@example.com,Silver,Standard,South
1437,CUST01437,Stacey,Schultz,steven51@example.org,Bronze,Premium,North
1438,CUST01438,Jose,Perez,nchase@example.com,Silver,Wholesale,South
1439,CUST01439,April,Cooper,millerrobert@example.net,Gold,Wholesale,West
1440,CUST01440,Alejandra,Jones,katrina46@example.net,Bronze,Standard,North
1441,CUST01441,Christine,Gray,jsexton@example.org,Silver,Standard,South
1442,CUST01442,Emily,Gibson,brandonstokes@example.org,Bronze,Wholesale,North
1443,CUST01443,Megan,Solis,alejandro85@example.org,Gold,Wholesale,South
1444,CUST01444,Erin,Jones,ldyer@example.com,Silver,Wholesale,South
1445,CUST01445,Amber,Patterson,andersonmichelle@example.com,Gold,Premium,West
1446,CUST01446,Laura,Lewis,stuartaaron@example.net,Gold,Wholesale,East
1447,CUST01447,Julie,Vincent,hgibson@example.org,Gold,Wholesale,East
1448,CUST01448,Joseph,Sharp,keith39@example.net,Silver,Wholesale,North
1449,CUST01449,Stephen,Morrison,joshua95@example.com,Silver,Standard,West
1450,CUST01450,Kimberly,Gibson,ihale@example.org,Bronze,Premium,North
1451,CUST01451,Crystal,Collins,tscott@example.net,Platinum,Standard,East
1452,CUST01452,Rhonda,Velazquez,johnsonemily@example.org,Gold,Standard,North
1453,CUST01453,Kathleen,Dominguez,nicholascarpenter@example.com,Silver,Standard,East
1454,CUST01454,Kelly,Davis,moodylori@example.org,Bronze,Premium,West
1455,CUST01455,Christopher,Rodriguez,justin57@example.org,Silver,Standard,West
1456,CUST01456,Kayla,Jacobs,scott87@example.net,Bronze,Wholesale,East
1457,CUST01457,Jamie,Watkins,lawrencemoreno@example.com,Bronze,Wholesale,North
1458,CUST01458,Elizabeth,Arroyo,danielle92@example.org,Bronze,Wholesale,West
1459,CUST01459,Jason,Cunningham,davidharding@example.net,Platinum,Standard,North
1460,CUST01460,Christina,Lutz,staceyjensen@example.org,Silver,Wholesale,West
1461,CUST01461,Sean,Hall,katie62@example.com,Bronze,Standard,South
1462,CUST01462,Lisa,Aguilar,robin32@example.net,Gold,Wholesale,North
1463,CUST01463,Andrew,Vaughan,smithzachary@example.net,Gold,Standard,West
1464,CUST01464,Tyler,Mitchell,tinajohnson@example.org,Silver,Premium,East
1465,CUST01465,Keith,Miller,phall@example.org,Silver,Wholesale,West
1466,CUST01466,Jerry,Davis,glee@example.net,Silver,Standard,West
1467,CUST01467,Kristen,Lopez,smoreno@example.net,Platinum,Premium,West
1468,CUST01468,Zachary,Freeman,mcculloughcarmen@example.org,Gold,Standard,East
1469,CUST01469,Victoria,Mcguire,elizabeth78@example.com,Gold,Premium,South
1470,CUST01470,Douglas,Brown,camachoedward@example.net,Gold,Wholesale,East
1471,CUST01471,John,Morris,sloanalexander@example.org,Silver,Premium,North
1472,CUST01472,Vincent,Gutierrez,dsmith@example.org,Platinum,Standard,South
1473,CUST01473,Patrick,Hernandez,stevensonshelley@example.org,Platinum,Wholesale,South
1474,CUST01474,Arthur,Delgado,hrodriguez@example.com,Bronze,Premium,West
1475,CUST01475,David,Hernandez,vhumphrey@example.com,Bronze,Wholesale,North
1476,CUST01476,James,Wilson,jjordan@example.com,Gold,Premium,West
1477,CUST01477,Kevin,Gibson,harrellmary@example.net,Platinum,Premium,South
1478,CUST01478,Chad,Spencer,osanchez@example.com,Gold,Wholesale,East
1479,CUST01479,Karen,Miller,hmartin@example.net,Platinum,Wholesale,West
1480,CUST01480,Danielle,Reyes,matthew37@example.com,Platinum,Premium,North
1481,CUST01481,Thomas,Hall,sandovalheather@example.org,Bronze,Standard,West
1482,CUST01482,Rachel,Yang,rphillips@example.net,Gold,Wholesale,East
1483,CUST01483,Steven,Lee,ericahoward@example.org,Platinum,Standard,West
1484,CUST01484,Charles,Morales,jeffrey45@example.net,Bronze,Premium,West
1485,CUST01485,Luis,Ramsey,fdougherty@example.com,Gold,Premium,West
1486,CUST01486,Carolyn,Davis,jessica81@example.org,Bronze,Standard,North
1487,CUST01487,Maria,Wilkerson,evan86@example.org,Silver,Wholesale,North
1488,CUST01488,Jeffrey,Arnold,jamiesutton@example.org,Gold,Premium,West
1489,CUST01489,Roger,Cooper,nataliescott@example.com,Bronze,Premium,East
1490,CUST01490,Ryan,Mcgee,michelebrown@example.net,Gold,Standard,South
1491,CUST01491,John,Adams,banderson@example.com,Gold,Premium,North
1492,CUST01492,Sandra,Watson,anthony81@example.net,Platinum,Wholesale,East
1493,CUST01493,John,Myers,davisadam@example.org,Silver,Wholesale,East
1494,CUST01494,Colin,Fitzgerald,colleen45@example.net,Platinum,Wholesale,East
1495,CUST01495,Andrew,Mann,sandra73@example.org,Platinum,Premium,East
1496,CUST01496,Troy,Farley,yvalencia@example.net,Silver,Wholesale,East
1497,CUST01497,Corey,Cortez,ronaldalexander@example.net,Silver,Premium,North
